r_bookID|r_title|r_avgbookrating
35050|Trial By Fire|3.76
35052|Trial by Fire (Newpointe 911 #4)|4.36
35054|Sahara (Dirk Pitt  #11)|3.96
35056|Sahara (Dirk Pitt  #11)|3.96
35057|Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography)|3.12
35061|Ellora's Cavemen: Dreams of the Oasis Volume II|3.63
35081|Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield|4.03
35088|SeinLanguage|3.63
35090|Der Richter und sein Henker|3.73
35092|It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf|4.04
35100|Battle Cry of Freedom|4.35
35106|The Straight Dope|4.19
35108|Return of the Straight Dope|4.22
35110|Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix)|4.21
35111|The Feynman Lectures on Physics Vol 2|4.62
35115|Sliding Scales (Pip & Flinx #10)|3.88
35116|Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8)|3.68
35120|Star Trek: Logs One and Two (Star Trek: Log  #1-2)|3.46
35124|Mid-Flinx (Pip & Flinx #7)|3.94
35125|Alien|4.09
35126|The Chronicles of Riddick|3.95
35128|With Friends Like These...|3.94
35134|Nor Crystal Tears (Humanx Commonwealth  #9)|4.03
35138|The Hour of the Gate (Spellsinger  #2)|3.84
35148|Betcha Can't Read Just One|3.92
35149|Star Wars: The Approaching Storm|3.51
35159|Chorus Skating (Spellsinger  #8)|3.62
35163|Star Trek: Logs Five and Six (Star Trek: Log  #5-6)|3.65
35165|Star Trek: Logs 7-10|3.71
35166|The Hand of Dinotopia|3.96
35178|Interlopers|3.33
35180|Alien Nation|3.55
35183|Phylogenesis (Founding of the Commonwealth  #1)|3.82
35206|Rashōmon and Seventeen Other Stories|4.13
35210|How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships|3.78
35218|There Was a Cold Lady Who Swallowed Some Snow!|3.85
35219|The Red Badge of Courage & The Veteran|3.38
35223|The Red Badge of Courage and Four Stories|3.35
35226|The Red Badge of Courage (Classic Starts)|3.86
35228|New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2)|4.27
35231|Lord of Chaos (The Wheel of Time  #6)|4.13
35234|Crossroads of Twilight (Wheel of Time  #10)|3.82
35244|Frankenstein (SparkNotes Literature Guide)|3.50
35246|Mary Shelley‘s Frankenstein|3.79
35248|Essential Monster of Frankenstein  Vol. 1|3.62
35249|Frankenstein|3.79
35252|Frankenstein|3.79
35254|The Memoirs of Elizabeth Frankenstein|3.56
35255|The Essential Frankenstein|3.79
35258|Father of Frankenstein|4.10
35261|Frankenstein|3.79
35268|The Walrus Was Paul: The Great Beatle Death Clues|3.72
35270|Harpo Speaks!|4.41
35273|Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World|4.07
35283|Topsail Island: Mayberry by the Sea|3.94
35287|Take on Me (Secret Lives of Daytime Divas  #1)|3.69
35288|All Over You (Secret Lives of Daytime Divas  #2)|3.73
35289|The 33 Strategies of War|4.30
35291|Jimmy Stewart: A Biography|3.85
35292|Jimmy Stewart: Bomber Pilot|3.93
35295|Jimmy Stewart: The Truth Behind the Legend|3.97
35308|Dirt (Stone Barrington  #2)|3.89
35313|La Ley del Exito|4.44
35324|Incident at Exeter|3.56
35329|The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment|4.27
35332|Remember (Redemption  #2)|4.43
35334|A Summer to Remember (Bedwyn Prequels  #2)|4.08
35335|Because I Remember Terror  Father  I Remember You|4.11
35347|The Last Story (Remember Me  #3)|3.65
35348|A Place Where the Sea Remembers|3.62
35349|She Who Remembers (Kwani  #1)|4.03
35350|What the Body Remembers|3.89
35352|Long Gone Lonesome Blues (The Texas Brands  #4)|4.25
35365|Remember When (Foster Saga  #1)|3.95
35368|A Kiss to Remember (Once Upon a Time  #3)|3.89
35400|Star Wars: The Complete Visual Dictionary|4.33
35402|Star Wars: The Ultimate Visual Guide|4.33
35404|Star Wars Complete Locations|4.31
35406|Lego Star Wars: Prima Official Game Guide|4.62
35407|Star Wars: The New Essential Guide to Alien Species|4.18
35409|Star Wars:  The New Essential Chronology|4.30
35412|The Swarm War (Star Wars: Dark Nest  #3)|3.49
35413|Star Wars: Empire  Volume 7: The Wrong Side of the War|3.79
35414|Allegiance (Star Wars)|3.99
35415|Creating the Worlds of Star Wars: 365 Days|4.13
35417|Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales|3.85
35419|The Making of Star Wars (Star Wars:  The Making of  #1)|4.53
35421|Star Wars:  The New Essential Guide to Weapons & Technology|4.08
35422|The Star Wars Cookbook II: Darth Malt and More Galactic Recipes|3.86
35424|You Can Draw: Star Wars|4.05
35425|Star Wars: Empire  Volume 6: In the Shadows of Their Fathers|3.68
35426|Star Wars:  The New Essential Guide to Vehicles & Vessels|4.12
35427|Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1)|4.07
35428|The Star Wars Poster Book|4.50
35431|Star Wars: Clone Wars  Volume 9: Endgame|4.11
35432|Wookiee Cookies: A Star Wars Cookbook|3.93
35433|Star Wars:  The New Essential Guide to Characters|3.98
35434|The Star Wars Trilogy|4.25
35437|Star Wars Tales  Vol. 1|3.89
35439|Complete Star Wars Trilogy Scrapbook Re-issue|3.14
35440|Star Wars: Clone Wars  Volume 6: On the Fields of Battle|4.04
35441|Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth|4.10
35448|Star by Star (Star Wars: The New Jedi Order  #9)|3.95
35450|Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary|4.16
35451|The Wildlife of Star Wars|4.42
35454|The Dharma of Star Wars|4.03
35455|Star Wars: Rebellion  Vol. 1: My Brother  My Enemy|3.94
35456|Star Wars: Empire  Volume 1: Betrayal|3.82
35458|Revenge of the Sith (Star Wars: Novelizations  #3)|4.14
35459|Star Wars:  Revenge of the Sith Incredible Cross-Sections|4.21
35460|Star Wars: Clone Wars Adventures  Volume 6|3.78
35462|Star Wars: Empire  Volume 5: Allies and Adversaries|3.51
35465|Yoda: Dark Rendezvous|3.88
35474|Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs|4.04
35475|Black Man of the Nile and His Family|4.53
35476|Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux|4.13
35479|Ring of Fire (Ring of Fire Anthology  #1)|3.90
35481|1635: The Cannon Law (Assiti Shards  #8)|3.76
35485|Five Rings of Fire (Able Team  #11)|3.64
35488|Cash|4.07
35489|Johnny Cash|3.79
35491|Controversy Creates Cash|3.62
35499|Side Effects|3.87
35514|Myths of Light: Eastern Metaphors of the Eternal (Collected Work)|4.43
35515|The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl)|4.22
35519|The Power of Myth|4.29
35539|The Beatles: The Biography|4.15
35543|Here  There and Everywhere: My Life Recording the Music of the Beatles|4.25
35547|The Beatles: 365 Days|4.18
35552|A Hard Day's Write: The Stories Behind Every Beatles Song|4.18
35553|Shout! The Beatles in Their Generation|4.03
35558|The Beatles Illustrated Lyrics|4.26
35561|The Beatles' Story on Capitol Records  Part Two: The Albums|4.72
35574|The Rough Guide to The Beatles|3.91
35578|The Beatles Complete - Updated Edition|4.47
35581|The Love You Make: An Insider's Story of the Beatles|4.08
35592|Magic Circles: The Beatles in Dream and History|3.88
35602|A Day in the Life: The Music and Artistry of the Beatles|4.16
35633|Complete Beatles Chronicle  The|4.39
35652|The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium)|4.56
35655|Two of Us: The Story of a Father  a Son  and the Beatles|3.53
35666|A Hard Day's Write: The Stories Behind Every Beatles Song|4.18
35668|The Beatles|4.10
35669|Complete Idiot's Guide to The Beatles|3.73
35689|Beatles: Every Little Thing|3.83
35710|Margot Fonteyn|4.03
35711|A General Theory of Love|4.11
35722|Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat|4.13
35724|The Life You Were Born to Live|4.11
35729|Lover Eternal (Black Dagger Brotherhood  #2)|4.35
35735|The Silmarillion  Volume 3|4.19
35750|Sodom and Gomorrah (In Search of Lost Time  #4)|4.35
35751|Swanns Way (In Search of Lost Time #1)|4.14
35757|Missing Persons and Mistaken Identities: Women and Gender in Ancient Israel|3.80
35760|Mistaken Identity|2.98
35781|The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions|4.02
35786|The Bush Dyslexicon: Observations on a National Disorder|3.56
35787|Extraordinary Popular Delusions & the Madness of Crowds (Great Minds)|3.88
35790|Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book)|3.91
35792|The Crowd/Extraordinary Popular Delusions & the Madness of Crowds|3.93
35805|The Capture (Guardians of Ga'Hoole  #1)|3.90
35806|The Journey (Guardians of Ga'Hoole  #2)|4.00
35807|The Rescue (Guardians of Ga'Hoole  #3)|4.07
35810|The Night Journey|3.77
35811|The Collected Stories of Arthur C. Clarke|4.29
35815|Sunstorm (A Time Odyssey  #2)|3.83
35819|Lair of the White Worm|2.86
35822|Best Ghost and Horror Stories|3.52
35825|The Blonde on the Street Corner|3.71
35826|Of Tender Sin|3.69
35827|The Moon in the Gutter|3.65
35835|Dear Peter Rabbit|4.13
35846|The Chocolate-Covered Contest (Nancy Drew  #151)|3.89
35848|Ghost Stories (Nancy Drew)|3.75
35860|The Humor of the American Cowboy|3.43
35870|Ghost in the Shell (Ghost in the Shell  #1)|4.18
35875|Ghost in the Shell|4.18
35878|Ghost in the Shell 2: Innocence: After The Long Goodbye|3.97
35880|At the Edge (Psychic Triplet Trilogy  #1)|3.79
35882|Tallchief: The Hunter (The Tallchiefs #9)|4.12
35886|With Her Last Breath|3.66
35888|Tallchief For Keeps (The Tallchiefs #3)|4.20
35895|The Sgt. Rock Archives  Vol. 3|4.47
35896|The Sgt. Rock Archives  Vol. 1|4.20
35903|Sgt. Rock: The Prophecy|3.47
35907|Sgt. Frog  Vol. 13 (Sgt. Frog  #13)|4.23
35908|The Elements of Style|4.19
35921|On Basilisk Station (Honor Harrington  #1)|4.13
35924|The Lure of the Basilisk (The Lords of Dûs  #1)|3.71
35925|Love Smart: Find the One You Want--Fix the One You Got|3.56
35926|Love Smart: Find the One You Want--Fix the One You Got|3.56
35927|Smart Love|3.91
35958|Sagwa  the Chinese Siamese Cat|4.03
35959|The Bonesetter's Daughter|3.99
35963|The Opposite of Fate|3.92
35975|Bonesetter's Daughter|3.99
35983|The Horizontal World: Growing Up Wild in the Middle of Nowhere|3.77
35986|Horizontal Gene Transfer|4.00
35987|The Greek Islands|3.89
35988|The Avignon Quintet: Monsieur  Livia  Constance  Sebastian and Quinx|4.07
35991|Through the Dark Labyrinth: A Biography of Lawrence Durrell|3.83
35997|Clear Light of Day|3.68
36004|In Custody|3.33
36005|Baumgartner's Bombay|3.47
36023|Tim Burton: Interviews|4.26
36025|Mysteries|4.08
36028|The Occult: A History|3.91
36047|Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs|4.20
36048|In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales|3.64
36060|Because the Night (Lloyd Hopkins  #2)|3.48
36062|Crime Wave: Reportage and Fiction from the Underside of L.A.|3.59
36063|Suicide Hill (Lloyd Hopkins  #3)|3.53
36064|American Tabloid (Underworld USA #1)|4.21
36067|Your Cheatin' Heart|3.69
36071|First Things First|4.10
36072|The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change|4.10
36076|The Speed of Trust: The One Thing that Changes Everything|3.99
36085|Everything Bad is Good for You|3.50
36086|The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World|3.90
36128|The Fountains of Paradise|3.96
36137|Bad Dreams|3.16
36140|Strawberry Days: How Internment Destroyed a Japanese American Community|4.00
36154|The Price of Glory (Saga of the Gray Death Legion  #3)|3.89
36157|Feast of Souls (The Magister Trilogy  #1)|3.89
36158|In Conquest Born (In Conquest Born  #1)|3.88
36159|Black Sun Rising (The Coldfire Trilogy  #1)|3.93
36160|Crown of Shadows (The Coldfire Trilogy  #3)|4.17
36161|The Madness Season|4.05
36162|This Alien Shore|4.04
36190|Whirlpool|3.78
36191|Reckless Love (MacKenzie-Blackthorn #1)|3.80
36193|Warrior (MacKenzie-Blackthorn #5)|3.91
36195|Only Mine (Only Series  #2)|3.92
36197|The Secret Sister|3.65
36198|Tell Me No Lies|3.99
36203|Sweet Rosie O'Grady|4.48
36216|Fergus and the Night-Demon|3.69
36244|The Secret on Ararat (Babylon Rising  #2)|4.23
36252|Avalon|3.87
36253|The Winthrop Woman|4.09
36255|The Hearth and Eagle|3.89
36259|Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives|3.55
36260|The Whole World is Watching: Mass Media in the Making and Unmaking of the New Left with a New Preface|3.73
36261|The Sixties: Years of Hope  Days of Rage|3.73
36262|The Intellectuals and the Flag|3.59
36264|The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left|3.73
36266|Magical Creatures (Easy To Read! Easy To Draw!)|3.00
36268|The Pizza That We Made|3.54
36303|'Salem's Lot|4.02
36310|The Portable Edgar Allan Poe|4.31
36311|Great Short Works|4.26
36313|Tales|4.34
36314|Tales of H.P. Lovecraft|4.19
36315|The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre|4.31
36316|The Doom That Came to Sarnath and Other Stories|4.12
36317|The Transition of H. P. Lovecraft: The Road to Madness|4.30
36319|The Art of H.P. Lovecraft's the Cthulhu Mythos|4.05
36321|The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death|4.23
36333|Loving Will Shakespeare|3.47
36334|Doomed Queen Anne (Young Royals  #3)|3.87
36336|Patience  Princess Catherine (Young Royals  #4)|3.79
36338|Marie  Dancing|3.76
36340|Isabel: Princesa De Castilla  España  1466|3.71
36348|Monte Cook Presents The Year's Best D20 (Volume One)|4.20
36361|1848: The Revolution of the Intellectuals|3.11
36368|Suddenly Daddy (Suddenly #1)|3.78
36397|Great Short Stories by American Women|3.96
36399|Children's Christmas Stories and Poems: In Easy-to-Read Type|4.50
36402|The Governess; or  The Little Female Academy|2.63
36421|The Star-Spangled Banner (Symbols of America)|4.00
36422|The Liberty Bell (Symbols of America)|3.83
36423|The Statue of Liberty (Symbols of America)|4.00
36424|The White House (Symbols of America)|4.00
36425|The American Flag (Symbols of America)|4.00
36434|Touched with Fire: Manic-Depressive Illness and the Artistic Temperament|4.02
36438|Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression|4.40
36447|The Bone Yard|4.01
36450|Dracula Was a Woman: In Search of the Blood Countess of Transylvania|3.52
36461|Proof of Concept|3.00
36475|Wonderful Life: The Burgess Shale and the Nature of History|4.12
36489|Justice Oliver Wendell Holmes: Law and the Inner Self|3.67
36492|Oliver Wendell Holmes in Paris: Medicine  Theology  and the Autocrat of the Breakfast Table|5.00
36505|Evermore|3.31
36507|The Azathoth Cycle: Tales of the Blind Idiot God|3.75
36522|Rethinking the Economics of War: The Intersection of Need  Creed  and Greed|3.50
36530|Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself|4.02
36532|Narrative of the Life of Frederick Douglass: An American Slave|4.02
36533|Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself|4.02
36535|Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass|4.35
36536|Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl|4.01
36550|Antes que anochezca|4.17
36555|Hallucinations: or  The Ill-Fated Peregrinations of Fray Servando|4.09
36556|The Assault|3.79
36567|Cold As Ice (Ice  #2)|3.81
36568|Shadow Lover|3.81
36569|Ice Blue (Ice  #3)|3.94
36570|The Devil's Waltz|3.74
36571|Shadows At Sunset|3.63
36572|To Love a Dark Lord|3.82
36573|Ritual Sins|3.68
36575|Prince of Magic|3.64
36598|Bound for Oregon|3.80
36606|Oliver and Albert  Friends Forever (Easy-to-Read  Puffin)|3.61
36609|Midnight Brunch (Casa Dracula  #2)|3.80
36636|Midnight Is a Place|3.92
36637|Black Hearts in Battersea (The Wolves Chronicles  #2)|4.13
36639|A Small Pinch of Weather|4.26
36641|The Cuckoo Tree (The Wolves Chronicles  #6)|4.04
36644|Nightbirds on Nantucket (The Wolves Chronicles  #3)|4.13
36652|Seminole Song|3.71
36664|Mary Engelbreit's Home Companion|4.12
36665|Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses|4.37
36666|Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine|3.60
36667|Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials|3.67
36677|Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library)|3.40
36679|Seven Miles a Second|4.04
36681|Drop The Rock: Removing Character Defects - Steps Six and Seven|4.44
36706|The Oxford Dictionary of Quotations|4.20
36715|Liberty Before Liberalism|3.90
36717|The Return of Grand Theory in the Human Sciences|3.88
36768|Symptomatic|3.32
36775|Tales of Magick: Dark Adventure|3.45
36822|Doctor Tandy's First Guide to Life Extension and Transhumanity|4.00
36853|Tyrannosaurus Wrecks (Stanley  #1)|5.00
36859|Bailando al rescate (Dora La Exploradora)|3.47
36865|Richard Kern  Action|3.84
36893|On Film (Thinking in Action)|3.90
36904|Warren G. Harding (The American Presidents  #29)|3.73
36925|Prince of the City|3.56
36926|Spawn of Azathoth: Herald of the End of Time (Call of Cthulhu RPG)|3.79
36946|Random House Crossword Mega Omnibus  Volume 1|0.00
36952|Chester|3.74
36953|Stanley|3.61
36956|Grizzwold|3.82
36958|Captain Cat|3.65
37003|Once Upon a Gulf Coast Summer|3.44
37023|Margaret Atwood's Power: Mirrors  Reflections and Images in Select Fiction and Poetry|3.43
37024|The Bears on Hemlock Mountain|3.79
37027|Hoodwinked|4.43
37032|The Risk of Darkness (Simon Serrailler  #3)|3.95
37033|The Pure in Heart (Simon Serrailler  #2)|3.92
37034|The Woman in Black|3.71
37036|The Pure in Heart (Simon Serrailler  #2)|3.92
37040|The Various Haunts of Men (Simon Serrailler #1)|3.82
37043|Septem Quae Supersunt Tragoediae|4.10
37051|鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1)|4.50
37052|鋼の錬金術師 4 (Fullmetal Alchemist  #4)|4.55
37053|鋼の錬金術師 5 (Fullmetal Alchemist  #5)|4.56
37054|鋼の錬金術師 3 (Fullmetal Alchemist  #3)|4.56
37055|鋼の錬金術師 8 (Fullmetal Alchemist 8)|4.57
37057|Love's Executioner  And Other Tales Of Psychotherapy|4.21
37058|The Brothers Karamazov|4.32
37060|Old Filth (Old Filth  #1)|3.93
37061|Filth|3.73
37063|The Gospel of Filth: A Bible of Decadence & Darkness|4.45
37064|Divine Filth: Lost Writings (Modern Classics)|3.88
37066|Filth: Dirt  Disgust  and Modern Life|4.08
37067|Pink Flamingos and Other Filth: Three Screenplays|4.21
37070|Let It Be Love (Effingtons  #11)|3.79
37072|The Marriage Lesson (Effingtons  #3)|3.90
37073|When We Meet Again (Effingtons  #10)|3.87
37074|Her Highness  My Wife (Effingtons  #5)|3.66
37076|Love With the Proper Husband (Effingtons  #6)|3.85
37077|The Lady in Question (Effingtons  #7)|3.77
37083|Going on Being: Buddhism and the Way of Change|3.99
37087|A New History of Early English Drama|4.05
37095|The Shell Seekers|4.15
37105|Cat's Cradle (Cat  #1)|3.85
37106|Five Patients|3.48
37119|Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England|3.42
37134|Consider the Lilies|3.88
37139|The Admirable Crichton|3.72
37169|The Delta Star|3.66
37170|Finnegan's Week|3.63
37186|The Miraculous Journey of Edward Tulane|4.37
37187|The Tiger Rising|3.82
37189|Mercy Watson Goes for a Ride|4.15
37190|The Tale of Despereaux|4.04
37191|Mercy Watson to the Rescue|4.05
37195|Mercy Watson: Princess in Disguise|4.16
37205|The Mill on the Floss|3.79
37211|Culture Shock! Laos (Culture Shock!)|3.29
37231|The Cambridge Companion to Plotinus|4.36
37238|In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1)|3.96
37240|Hidden Talents (Talents  #1)|3.94
37241|Dunk|3.80
37261|Carnet de Voyage|3.76
37262|Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons|3.52
37264|Good-Bye  Chunky Rice|3.80
37266|Adieu  Chunky Rice|3.80
37272|Balanchine: A Biography|4.31
37277|A Scandalous Life: The Biography of Jane Digby|4.02
37282|The Splendid Outcast: Beryl Markham's African Stories|3.72
37297|Eyes of Prey (Lucas Davenport  #3)|4.18
37299|Sharpe's Prey (Sharpe  #5)|4.05
37300|Broken Prey (Lucas Davenport  #16)|4.18
37301|Rules of Prey (Lucas Davenport  #1)|4.11
37302|Certain Prey (Lucas Davenport  #10)|4.22
37304|Winter Prey (Lucas Davenport  #5)|4.26
37305|Destiny's Daughters|4.20
37326|Fragments|3.80
37328|The Consumer Society: Myths and Structures|4.11
37329|The Vital Illusion|3.84
37330|Hijos de la medianoche|3.98
37338|Wicked Ties (Wicked Lovers  #1)|3.96
37339|On a Wicked Dawn (Cynster  #9)|4.06
37340|The Wicked (Vampire Huntress  #8)|4.41
37341|Wicked Sacrifice (Bound Hearts  #4-5)|4.21
37343|My Wicked Pirate|3.90
37345|Wicked Dreams|3.67
37347|If I Have a Wicked Stepmother  Where's My Prince?|3.66
37349|A Couple of April Fools (The Hamlet Chronicles #6)|3.48
37350|The Good Liar|3.54
37356|Seven Spiders Spinning (The Hamlet Chronicles  #1)|3.60
37360|Three Rotten Eggs (The Hamlet Chronicles  #5)|3.74
37363|Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester|3.53
37377|On the Night You Were Born|4.36
37379|The Night at the Museum|3.91
37380|The Heart Is a Lonely Hunter|3.98
37381|The Heart Is a Lonely Hunter|3.98
37387|The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem|3.79
37388|The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem|3.79
37390|The Pat Hobby Stories|3.56
37395|The Pursuit of the Well-Beloved & The Well-Beloved|3.61
37405|Playing in the Dark: Whiteness and the Literary Imagination|4.24
37408|The Big Box|3.95
37415|Their Eyes Were Watching God|3.91
37417|Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible|4.17
37420|The Short Stories of Ernest Hemingway|4.26
37424|Little Big Book for God's Children|4.88
37426|Little Children|3.62
37434|Dale Loves Sophie to Death|3.23
37435|The Secret Life of Bees|4.05
37438|Hokkaido Highway Blues: Hitchhiking Japan|4.00
37444|The Martian Chronicles|4.14
37451|You Know You Love Me (Gossip Girl  #2)|3.52
37467|Classroom Interactions as Cross-Cultural Encounters: Native Speakers in EFL Lessons|0.00
37471|Them: Adventures with Extremists|3.95
37476|Why I Hate Canadians|3.72
37477|Happiness|3.79
37481|Discovering God's Will|4.24
37491|The Truth of the Matter|3.09
37516|Spinoza: A Life|4.10
37525|Organizational Architecture: Designs for Changing Organizations|4.62
37526|Henry V|3.88
37530|Erotism: Death and Sensuality|4.11
37534|The Weimar Republic: The Crisis of Classical Modernity|3.84
37536|Adam and Eve and Pinch Me|3.64
37538|A Pinch of Snuff (Dalziel & Pascoe  #5)|3.84
37539|Egyptian Myth: A Very Short Introduction|3.61
37540|A Pinch of Poison (Hemlock Falls Mysteries  #3)|3.57
37546|Persuasion|4.14
37552|Beyond Seduction (Beyond Duet  #2)|3.70
37553|Sense and Sensibility|4.07
37554|Sense and Sensibility|4.07
37558|Sense and Sensibility|4.07
37560|Sense and Sensibility|4.07
37561|One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide)|4.13
37564|A Different Mirror: A History of Multicultural America|4.13
37566|Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self|3.82
37569|The Buddha in Your Mirror: Practical Buddhism and the Search for Self|4.28
37572|A Distant Mirror: The Calamitous 14th Century|4.08
37573|They Do It With Mirrors|3.76
37585|The Lemon Table|3.68
37587|The Criminal Mastermind Collection  Bks 1-3 (Artemis Fowl  #1-3)|4.36
37592|Encuentro en el Ártico (Artemis Fowl  #2)|3.95
37594|The Eternity Code (Artemis Fowl  #3)|4.04
37595|El cubo B (Artemis Fowl  #3)|4.04
37598|The Eternity Code (Artemis Fowl  #3)|4.04
37603|Forget Me Not: Photography and Remembrance|4.22
37612|Monsoon Summer|3.82
37619|Warlock (Ancient Egypt  #3)|4.04
37623|Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945|4.11
37624|Gift from the Sea|4.17
37625|Wide Sargasso Sea: A Reader's Guide to Essential Criticism|3.63
37630|The Good Housekeeping Illustrated Cookbook|4.37
37638|Evelina|3.67
37646|Dancing On Air|4.00
37651|Holding On to the Air|4.09
37656|The Turtle (The Lighthouse Family  #4)|4.07
37657|The Body in the Lighthouse|3.68
37660|American Tragedy: Kennedy  Johnson  and the Origins of the Vietnam War|3.51
37670|The Sun Also Rises|3.82
37673|The Call of the Wild|3.86
37674|The Call of the Wild|3.86
37675|The Call of the Wild and Three Other Klondike Stories|3.81
37678|The Call of the Wild and Selected Stories: 100th Anniversary Ed.|3.82
37683|Fahrenheit 451|3.99
37684|The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #1)|4.25
37685|The Lion  the Witch and the Wardrobe (Chronicles of Narnia #2)|4.21
37690|The Lion  the Witch and the Wardrobe (Narnia)|4.21
37693|New Moon (Moon #6)|3.86
37694|Health: The Basics (Donatelle Series)|3.58
37698|Cliffsnotes on Eliot's Middlemarch|4.14
37700|Alice's Adventures in Wonderland|4.02
37707|Anne of the Island and Tales of Avonlea|4.30
37716|A Christmas Carol and The Night Before Christmas|4.35
37722|In Search of Dracula: The History of Dracula and Vampires|3.87
37726|The Annotated Charlotte's Web|4.17
37731|Just as Long as We're Together|4.07
37734|Wifey / Smart Women|3.68
37736|Forever...|3.62
37737|Fudge-a-Mania (Fudge  #4)|4.01
37741|Tales of a Fourth Grade Nothing (Fudge  #1)|4.10
37743|Forever . . .|3.62
37744|Wifey|3.36
37750|Everything I Needed to Know about Being a Girl I Learned from Judy Blume|3.47
37751|BFF*: Just As Long As We're Together / Here's to You  Rachel Robinson (*Best Friends Forever)|4.26
37766|Yosemite: Its Discovery  Its Wonder and Its People|3.96
37772|A Man of the People|3.87
37773|Collected Poems|3.74
37774|Arrow of God (The African Trilogy  #3)|3.81
37780|Anatomy of a Boyfriend (Anatomy  #1)|3.41
37785|Lithium for Medea|3.95
37790|Die Leiden des Jungen Werther|3.67
37804|The Odyssey|3.76
37807|Caesar's Commentaries: On the Gallic War & On the Civil War|4.12
37808|The Conquest of Gaul|3.99
37811|The Assassination of Julius Caesar: A People's History of Ancient Rome|4.17
37813|Letters from the Earth: Uncensored Writings|4.21
37815|Mark Twain: Selected Works|4.22
37817|The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things|4.30
37819|The God of Small Things|3.94
37824|Balzac und die kleine chinesische Schneiderin|3.64
37826|The Wit &  Wisdom of Winston Churchill|3.98
37828|Winston Churchill|3.83
37837|The Illustrated Garden Book: A New Anthology|4.19
37847|The Long Hard Road Out of Hell|3.89
37848|Dissecting Marilyn Manson|3.86
37852|Marilyn Manson|3.36
37854|Marilyn Manson: The Lonely Watchman|4.00
37857|Philosophical Papers: Volume 1  Human Agency and Language|4.35
37858|Sources of the Self: The Making of the Modern Identity|4.20
37860|The Ethics of Authenticity|3.92
37861|Multiculturalism|3.80
37863|Charles Taylor|3.60
37869|Built To Last: Building America's Amazing Bridges  Dams  Tunnels  and Skyscrapers (Built to Last)|4.12
